iter	RMSE
235	0.4531985156
236	0.4524774529
237	0.4518966058
238	0.4505280003
239	0.4502903688
240	0.4494105407
241	0.4491818532
242	0.4489520607
243	0.4477306936
244	0.4474682267
245	0.4472213488
246	0.4461358944
247	0.444815068
248	0.4445983816
249	0.4443652398
250	0.4433900087
251	0.4425004666
252	0.4417709538
253	0.4415662574
254	0.4408385163
255	0.4406220756
256	0.4396118846
257	0.4387604674
258	0.4381143639
259	0.4369261132
260	0.4357409261
261	0.4346889485
262	0.4344140631
263	0.4333210284
264	0.4327166401
265	0.4322085882
266	0.4319480738
267	0.4308167359
268	0.4306203299
269	0.4304480417
270	0.4293837126
271	0.4283743397
272	0.4276674697
273	0.427486318
274	0.4266888902
275	0.4258959706
276	0.4253917035
277	0.4244459862
278	0.4232120012
279	0.4227385517
280	0.4222059286
281	0.4219846596
282	0.4218225415
283	0.4206695783
284	0.4195849536
285	0.4186930604
286	0.4182968401
287	0.4173681829
288	0.4167269015
289	0.4156975596
290	0.4149489714
291	0.4141678887
292	0.4141107675
293	0.4131404888
294	0.4124633054
295	0.4114554569
296	0.4113667994
297	0.4112608252
298	0.4103905152
299	0.4096543505
300	0.4081335594
301	0.407221421
302	0.4061701685
303	0.4052883631
304	0.4048809581
305	0.4043584801
306	0.4036415622
307	0.4028540306
308	0.402482072
309	0.4013826194
310	0.400749393
311	0.3998195002
312	0.3996008416
313	0.3990966143
314	0.3989325796
315	0.3976903279
316	0.3975366096
317	0.3974156709
318	0.3972237278
319	0.3961361161
320	0.3951576693
321	0.3943721179
322	0.3937590129
323	0.3932797907
324	0.3921535062
325	0.3915948145
326	0.3907421227
327	0.3905379054
328	0.3897127241
329	0.3888939562
330	0.3883107694
331	0.387533238
332	0.3869842599
333	0.3863575075
334	0.3858039783
335	0.3856129209
336	0.3846656463
337	0.383738257
338	0.3831148156
339	0.3824639044
340	0.3821417576
341	0.3818407977
342	0.3810439823
343	0.3802375605
344	0.3793912265
345	0.379219232
346	0.378419253
347	0.3777160628
348	0.3772295689
349	0.3766814172
350	0.3765580693
351	0.37629314
352	0.3761062024
353	0.3758669862
354	0.3753196771
355	0.3747320096
356	0.3745804093
357	0.3739903862
358	0.3734947337
359	0.3732435191
360	0.3732008901
361	0.372668974
362	0.3717297656
363	0.3710341821
364	0.3704730176
365	0.3696741253
366	0.3690324079
367	0.3686437312
368	0.3685976179
369	0.3684417465
370	0.3676379753
371	0.3669030817
372	0.3664073965
373	0.3658919371
374	0.365192906
375	0.3647021057
376	0.3640188911
377	0.3632348682
378	0.3627335682
379	0.3617963188
380	0.361087685
381	0.3603826547
382	0.3597906729
383	0.3596478286
384	0.3594691119
385	0.3590589236
386	0.358673616
387	0.3581503442
388	0.3576438646
389	0.3572292375
390	0.3567728956
391	0.3563753699
392	0.3555345546
393	0.3548890526
394	0.3544560445
395	0.3538254666
396	0.3536886202
397	0.3532059046
398	0.3528172325
399	0.3518815781
400	0.3517040951
401	0.351498935
402	0.3510218559
403	0.3509441286
404	0.3508736736
405	0.3501789555
406	0.3500093928
407	0.3494745557
408	0.3493227778
409	0.3485686043
410	0.3483266542
411	0.3476307665
412	0.3469990543
413	0.3463278937
414	0.3458754935
415	0.345742369
416	0.3453578375
417	0.3448303666
418	0.3447685688
419	0.3442544293
420	0.3438163105
421	0.3433783366
422	0.3428158585
423	0.34226673
424	0.3418388307
425	0.3414651248
426	0.3410811414
427	0.3409815305
428	0.3402425767
429	0.3399712945
430	0.3391880629
431	0.338522725
432	0.3384636974
433	0.3379774263
434	0.3373186379
435	0.336951254
436	0.3365430247
437	0.3361073391
438	0.3358431433
439	0.3355511318
440	0.3348772198
441	0.3347219468
442	0.3342576904
443	0.3338004706
444	0.3334710851
445	0.3330930034
446	0.3328508193
447	0.3326472095
448	0.3320513432
449	0.331643243
450	0.3315551676
451	0.3309202045
452	0.3304026466
453	0.33001137
454	0.3299521517
455	0.3298517894
456	0.3297724284
457	0.3295649785
458	0.3291885975
459	0.3286659562
460	0.3280105225
461	0.327650798
462	0.3270881832
463	0.3266236684
464	0.3265603419
465	0.3260770929
466	0.3253027355
467	0.3250989128
468	0.3246028742
469	0.3240369886
470	0.3233104067
471	0.3231485068
472	0.3226867331
473	0.322364835
474	0.3221809541
475	0.3216785999
476	0.3213659671
477	0.3209893837
478	0.320566527
479	0.3202958203
480	0.3199175439
481	0.3192832285
482	0.3187387185
483	0.3182387204
484	0.3181768328
485	0.3176321014
486	0.3171707825
487	0.3169212375
488	0.3167715246
489	0.3161806602
490	0.3160644342
491	0.3154862523
492	0.314936561
493	0.3148732884
494	0.3145690188
495	0.3142601875
496	0.3136634083
497	0.313194624
498	0.3128986053
499	0.312469287
500	0.3122125521
501	0.3117811435
502	0.3110325966
503	0.3107915554
504	0.310266427
505	0.3100278319
506	0.3098091113
507	0.3097706584
508	0.3096443728
509	0.3095599352
510	0.3090592563
511	0.3085145663
512	0.3084385635
513	0.3081897597
514	0.3081228204
515	0.3080636727
516	0.307868204
517	0.3078316072
518	0.3075180148
519	0.3074182988
520	0.307232173
521	0.3069793047
522	0.3064903131
523	0.3061678633
524	0.3057111289
525	0.3053173216
526	0.3048941705
527	0.3044772283
528	0.3042583609
529	0.30420376
530	0.30405659
531	0.3035471647
532	0.3031729324
533	0.3028410529
534	0.3027947722
535	0.3025602967
536	0.3021650508
537	0.3019186126
538	0.3016570368
539	0.301249817
540	0.3008856161
541	0.3005083265
542	0.3000799692
543	0.3000441611
544	0.2997968453
545	0.2994797648
546	0.2988728657
547	0.2985664822
548	0.298123276
549	0.2975619426
550	0.297389046
551	0.296908615
552	0.296742676
553	0.2964321372
554	0.2962032462
555	0.295822145
556	0.2955451947
557	0.2950806264
558	0.2946524425
559	0.2946191588
560	0.2940692699
561	0.2935593844
562	0.2933132278
563	0.2931110259
564	0.2925353344
565	0.2923225103
566	0.2918897895
567	0.2918204001
568	0.2915749616
569	0.2909318485
570	0.2909025758
571	0.2905663507
572	0.2905382717
573	0.2904943619
574	0.2901876202
575	0.289774073
576	0.2893341187
577	0.2890335196
578	0.2890054822
579	0.2887271247
580	0.2886243977
581	0.2885903023
582	0.2881988377
583	0.2878736244
584	0.2874466984
585	0.2873864495
586	0.2868560848
587	0.2865889747
588	0.2863500968
589	0.2863151386
590	0.2859378533
591	0.2857014591
592	0.2854158555
593	0.2850429863
594	0.2847556074
595	0.2843250333
596	0.2842671549
597	0.2841293067
598	0.2837984032
599	0.2833456073
600	0.2829480067
601	0.282792638
602	0.2823713928
603	0.282028142
604	0.2816530673
605	0.2815156686
606	0.2811660308
607	0.2806768079
608	0.2804057837
609	0.2800618002
610	0.279658578
611	0.2795058739
612	0.2794562654
613	0.2791289677
614	0.2785559371
615	0.2785120126
616	0.2783199317
617	0.2779226332
618	0.2776167702
619	0.277399195
620	0.2773562953
621	0.2773124327
622	0.276900645
623	0.2766775819
624	0.2763505669
625	0.2761620698
626	0.2760031088
627	0.2756556615
628	0.2753498735
629	0.2750687093
630	0.2748125983
631	0.2744868795
632	0.2741118245
633	0.273627478
634	0.2731663016
635	0.2728416887
636	0.2725967911
637	0.2723090052
638	0.2721355849
639	0.2719471144
640	0.2719097712
641	0.2717078079
642	0.271561247
643	0.2715352183
644	0.2711282142
645	0.2709378662
646	0.2707733234
647	0.2707011272
648	0.2703619461
649	0.2700883805
650	0.2697521901
651	0.2697157135
652	0.269562194
653	0.2692263701
654	0.2689177374
655	0.2684676945
656	0.2683028557
657	0.2679336532
658	0.2679060032
659	0.2676985391
660	0.2675690046
661	0.2673548403
662	0.2669944089
663	0.2666473737
664	0.2664760468
665	0.26604868
666	0.2657210115
667	0.2653807718
668	0.2652961836
669	0.2651031616
670	0.2648298102
671	0.264584845
672	0.2642627367
673	0.2638839693
674	0.2636637437
675	0.2634846277
676	0.2632815651
677	0.2630786773
678	0.2628509135
679	0.2627611023
680	0.2624381259
681	0.2623133896
682	0.262158459
683	0.2618394461
684	0.2617989858
685	0.261613921
686	0.2615270381
687	0.2612189226
688	0.2609870584
689	0.2609057845
690	0.2606751384
691	0.2604549646
692	0.2602301561
693	0.2599225206
694	0.2597135555
695	0.2593786031
696	0.2591940092
697	0.2589029516
698	0.2587060266
699	0.2584891565
700	0.2582140186
701	0.2580681355
702	0.2579176347
703	0.2578610647
704	0.2578285988
705	0.2575149164
706	0.2572576382
707	0.2571640852
708	0.2568585725
709	0.2566216721
710	0.256184808
711	0.2558363109
712	0.255550293
713	0.2555176219
714	0.255498338
715	0.2553094939
716	0.2551710653
717	0.255134341
718	0.255020046
719	0.2547949468
720	0.2547760422
721	0.2544130433
722	0.2541480626
723	0.2537994802
724	0.2534302016
725	0.2531658444
726	0.2527290125
727	0.2525509847
728	0.2523447883
729	0.2521723179
730	0.2521509387
731	0.2519238815
732	0.2517834886
733	0.2517585495
734	0.2516116879
735	0.2514131332
736	0.2510591228
737	0.2508681226
738	0.2506380775
739	0.2505517781
740	0.2505294656
741	0.250196366
742	0.2500075499
743	0.24967609
744	0.249350706
745	0.2491218274
746	0.2488093227
747	0.248455086
748	0.2481735999
749	0.2477184601
750	0.2476419116
751	0.2473931232
752	0.247261431
753	0.247049316
754	0.2469764583
755	0.2468081705
756	0.2465729417
757	0.2462418488
758	0.246190622
759	0.2459032171
760	0.2456771012
761	0.245469497
762	0.2451196304
763	0.2450166449
764	0.2447300269
765	0.2444960156
766	0.2443266518
767	0.244248853
768	0.2440906499
769	0.244029689
770	0.2438189062
771	0.2437766711
772	0.2435876791
773	0.2432853218
774	0.2430782612
775	0.2427705469
776	0.2425885572
777	0.2425443829
778	0.2422366269
779	0.2419127336
780	0.2417647115
781	0.2415051317
782	0.2410831905
783	0.2407094572
784	0.2404320516
785	0.2400400745
786	0.2399838083
787	0.2399684283
788	0.2396414487
789	0.23936631
790	0.2391554061
791	0.2390634881
792	0.2390112638
793	0.238807457
794	0.2385741742
795	0.2383125731
796	0.2382975409
797	0.2381374612
798	0.238011015
799	0.237818168
800	0.2375683926
801	0.2374677928
802	0.237323324
803	0.2370477368
804	0.2369943659
805	0.2368715017
806	0.2368600721
807	0.2365232504
808	0.2361994789
809	0.2357698001
810	0.2357185402
811	0.2354421295
812	0.235233569
813	0.2349986695
814	0.2346937303
815	0.2343643196
816	0.2340794404
817	0.2338710097
818	0.2336805196
819	0.2335350894
820	0.2332043986
821	0.2330538653
822	0.2327372244
823	0.2324386816
824	0.2322875019
825	0.232130948
826	0.2320956859
827	0.2318814188
828	0.2318087139
829	0.2316460759
830	0.231471171
831	0.2312728282
832	0.2312566141
833	0.2310155372
834	0.2307179034
835	0.2304901102
836	0.2302114254
837	0.2299892196
838	0.2299172374
839	0.2296394098
840	0.2294193687
841	0.2291570309
842	0.2290433584
843	0.2288586498
844	0.2288458134
845	0.2285218248
846	0.2284992274
847	0.2281502843
848	0.2279983529
849	0.2278239858
850	0.2276366415
851	0.2275670643
852	0.2274152903
853	0.2271473413
854	0.2268745398
855	0.2267323992
856	0.2264750003
857	0.2263597354
858	0.2263490815
859	0.2262211579
860	0.2260104796
861	0.2257778663
862	0.2255497578
863	0.2254372614
864	0.2254088875
865	0.22526449
866	0.2251238719
867	0.2250786592
868	0.2247983726
869	0.2245843764
870	0.2242701523
871	0.2242569099
872	0.224107735
873	0.2239853715
874	0.223599513
875	0.2234769097
876	0.223345141
877	0.223116767
878	0.2229808323
879	0.2227589515
880	0.2226692061
881	0.2224884579
882	0.2223512594
883	0.2221682938
884	0.2219743943
885	0.2219309177
886	0.2216866333
887	0.2215397668
888	0.2211962024
889	0.2211071342
890	0.2210416091
891	0.2209027802
892	0.2206208131
893	0.2205128401
894	0.2203648089
895	0.220258881
896	0.2201222558
897	0.2199808501
898	0.2197779034
899	0.2195954223
900	0.2193873588
901	0.2192027223
902	0.2191214103
903	0.2190043209
904	0.218742624
905	0.2186685834
906	0.2186574263
907	0.2185933753
908	0.2184015996
909	0.2182303665
910	0.2182184373
911	0.2181483506
912	0.2181316282
913	0.2179536305
914	0.2176951096
915	0.2175945508
916	0.2174184735
917	0.2172938718
918	0.2172782158
919	0.2172376824
920	0.2170346185
921	0.2168961079
922	0.2167256112
923	0.216713846
924	0.2165253424
925	0.2162595284
926	0.2158982279
927	0.2156726468
928	0.2155408662
929	0.2155019319
930	0.215205166
931	0.2149673111
932	0.214902588
933	0.2147290143
934	0.2144237226
935	0.2143114218
936	0.2141315281
937	0.2138350479
938	0.2135071569
939	0.2133884862
940	0.2131161937
941	0.2129816554
942	0.2128547688
943	0.2126165137
944	0.2125801354
945	0.2124550293
946	0.2122443121
947	0.2119812427
948	0.2118923311
949	0.2117764211
950	0.2115028526
951	0.2112225154
952	0.2109359204
953	0.2108315546
954	0.2106180081
955	0.2104818642
956	0.2103718537
957	0.2101542208
958	0.2100003269
959	0.2098231965
960	0.2096250058
961	0.2094070432
962	0.2092957841
963	0.2092831392
964	0.2092079191
965	0.2091114281
966	0.2088093854
967	0.2087324994
968	0.2084928827
969	0.2084811382
970	0.2081869971
971	0.2079544909
972	0.2077415935
973	0.2075194932
974	0.2073242664
975	0.2072319834
976	0.2069824469
977	0.2067847506
978	0.2066529088
979	0.2065024629
980	0.2064915202
981	0.2062933402
982	0.2060695876
983	0.2059582987
984	0.2058131055
985	0.2057302836
986	0.2054370842
987	0.2053673086
988	0.2051658334
989	0.2051503112
990	0.2048148236
991	0.2044684491
992	0.2043077696
993	0.2042711625
994	0.2039983746
995	0.2039451337
996	0.2037375893
997	0.2035235044
998	0.20343017
999	0.2031664668
