iter	RMSE
684	0.2973853298
685	0.297287991
686	0.2971711543
687	0.2971032011
688	0.2968693782
689	0.2967128429
690	0.2966464312
691	0.2965002633
692	0.2963806675
693	0.2962396875
694	0.2958943405
695	0.2956669712
696	0.2955477981
697	0.2954289551
698	0.29510902
699	0.2949475687
700	0.2946470521
701	0.2942524595
702	0.2941551578
703	0.2940687003
704	0.2939977369
705	0.2938819669
706	0.2938178862
707	0.2937498333
708	0.2933614303
709	0.293293985
710	0.2930982506
711	0.2927524052
712	0.2926557022
713	0.2925265173
714	0.2923884443
715	0.2921953227
716	0.2921295414
717	0.2919039977
718	0.2915299658
719	0.2912199227
720	0.2910557276
721	0.2907705453
722	0.2907029325
723	0.2905978103
724	0.2905422469
725	0.2903047317
726	0.2902236144
727	0.2900743273
728	0.2899832325
729	0.2897679794
730	0.289645769
731	0.2895829603
732	0.2894761589
733	0.2892898381
734	0.2892745047
735	0.2890632233
736	0.2888485203
737	0.2885028282
738	0.2882511761
739	0.288065955
740	0.2880097682
741	0.2879112357
742	0.2875982166
743	0.2875709983
744	0.2873968373
745	0.2872633831
746	0.2871674115
747	0.2870309462
748	0.2868660007
749	0.2866655065
750	0.2866274208
751	0.2865157314
752	0.2861715445
753	0.2857362057
754	0.2857025304
755	0.2854514847
756	0.2852847111
757	0.2852121143
758	0.2851739894
759	0.2850502471
760	0.2848387428
761	0.2847079021
762	0.2844035695
763	0.2842892877
764	0.2841853249
765	0.2840769285
766	0.2840178967
767	0.2839113952
768	0.2838894924
769	0.2836822237
770	0.2835418856
771	0.28329582
772	0.2831419567
773	0.2828654472
774	0.2827511954
775	0.2824205734
776	0.2823537699
777	0.2822929571
778	0.2822657917
779	0.282153492
780	0.282109573
781	0.2818482265
782	0.28172508
783	0.281610475
784	0.2814806753
785	0.2813080121
786	0.2811822062
787	0.2810245495
788	0.2807188518
789	0.2805887965
790	0.2805063826
791	0.2803779693
792	0.2802567061
793	0.2802089188
794	0.2801616203
795	0.2800567427
796	0.2798425456
797	0.798	0.27577798	0.799	0.27566799	0.2794179637
800	0.801	0.27553801	0.802	0.2753493331
803	0.275187117
804	0.2750633314
80804	0.28243602780805	0.282228365807	0.2744203872
808	0.2743246442
809	0.2741952807
810	0.2741554266
811	0.274092976
812	0.2740125515
813	0.2738616954
814	0.2736334837
815	0.2733835334
816815	0.28096485817	0.2730195685
818	0.2729422539
819	0.2726532908
820	0.2725339617
821	0.2723825603
822	0.2722949603
823	0.2722474526
824	0.2721875755
825	0.2719373605
826	0.2716991297
827	0.2714888629
828	0.2714031841
829	0.2712192914
830	0.2710909478
831	0.2708965535
832	0.2708656319
833	0.2708378523
834	0.2706468778
835	0.2705860072
836	0.2704363507
837	0.2702621405
838	0.2700480369
839	0.2699048371
840	0.2697321247
841	0.2696713853
842	0.2696047447
843	0.2695191369
844	0.2693909989
845	0.2693081896
846	0.2692146449
847	0.2691327874
848	0.2690796433
849	0.2690241718
850	0.2688966047
851	0.2687433668
852	0.2685883646
853	0.2685232521
854	0.2683682318
855	0.2681974118
856	0.268166527
857	0.2681098862
858	0.268027895
859	0.2679496849
860	0.2679197541
861	0.2679021227
862	0.2676276342
863	0.2674622951
864	0.2672985289
865	0.2670850084
866	0.2669699708
867	0.2668973178
868	0.2668208212
869	0.2666861011
870	0.2665306255
871	0.2665093467
872	0.266434562
873	0.2663096809
874	0.2662519003
875	0.2661419102
876	0.2659237468
877	0.2659057886
878	0.2657800714
879	0.2657551237
880	0.2656831054
881	0.2656648557
882	0.2656136401
883	0.2654940798
884	0.2651560305
885	0.2649177618
886	0.2646450512
887	0.2645743969
888	0.2644254251
889	0.2642753881
890	0.264160341
891	0.2640006963
892	0.26389013
893	0.2637575516
894	0.2636780164
895	0.2636001147
896	0.2635462071
897	0.2634693325
898	0.2634491921
899	0.263348522
900	0.263236269
901	0.2630940104
902	0.262915394
903	0.2628327611
904	0.2627363948
905	0.2624539788
906	0.2623424356
907	0.2623176476
908	0.2621774872
909	0.2621436273
910	0.2620167794
911	0.2619492947
912	0.2617961092
913	0.2616896081
914	0.2615807456
915	0.2614480732
916	0.2611946772
917	0.2611505469
918	0.2609656481
919	0.2608048266
920	0.2606333868
921	0.2605209324
922	0.2602798189
923	0.2600404156
924	0.2599699511
925	0.2597331673
926	0.2596322259
927	0.2596169457
928	0.2595121989
929	0.2594109631
930	0.2592167013
931	0.2590642034
932	0.2590433674
933	0.2590323194
934	0.2589618393
935	0.2587549679
936	0.2585345654
937	0.2582806116
938	0.2581109786
939	0.2580900927
940	0.2580680816
941	0.2579560693
942	0.2578815427
943	0.2578048674
944	0.2577377575
945	0.2575430395
946	0.2573665118
947	0.2572426082
948	0.2571034866
949	0.2570235469
950	0.256960351
951	0.256889708
952	0.2568309803
953	0.2566438739
954	0.2564788105
955	0.2563746849
956	0.2562250656
957	0.2560565138
958	0.2560171299
959	0.2559466899
960	0.2558831018
961	0.2558100358
962	0.2557414437
963	0.2556371496
964	0.2554969275
965	0.2554109502
966	0.2552227688
967	0.2552112371
968	0.2550126395
969	0.2549003579
970	0.2547813921
971	0.254752788
972	0.2546759767
973	0.2546131374
974	0.2546006561
975	0.2545505879
976	0.2544862762
977	0.2543253363
978	0.2541207763
979	0.2540608575
980	0.2539403764
981	0.2539067355
982	0.2537942403
983	0.2537323046
984	0.2536767004
985	0.2536572592
986	0.2535024457
987	0.2534370026
988	0.2534132772
989	0.2532621081
990	0.2532507526
991	0.2531673458
992	0.2530731107
993	0.2528798635
994	0.2527604019
995	0.2526487455
996	0.2524681644
997	0.2521697771
998	0.2520275956
999	0.2518823066
9335
2
